Image,Object,Comments,Coder,Exclude,None,Unsure,Category,sub_num
200529.gif,baby bottle,NA,MC,0,0,0,NA,6852
203046.gif,stick,NA,MC,0,0,0,NA,6852
203116.gif,stick,NA,MC,0,0,0,NA,6852
204158.gif,plant,NA,KC,0,0,0,NA,6852
204625.gif,bean pod,NA,KC,0,0,0,NA,6852
211054.gif,belt,NA,MC,0,0,0,NA,6852
213625.gif,"plastic packaging, trashcan",NA,MC,0,0,0,NA,6852
214254.gif,NA,NA,MC,1,0,0,NA,6852
215531.gif,belt,NA,MC,0,0,0,NA,6852
222307.gif,NA,NA,MC,1,0,0,Synthetic,6852
224847.gif,NA,NA,MC,1,0,0,NA,6852
231117.gif,camera,NA,KC,0,0,0,NA,6852
231656.gif,chips,NA,KC,0,0,0,NA,6852
231727.gif,chips,NA,KC,0,0,0,NA,6852
231828.gif,chips,NA,KC,0,0,0,NA,6852
231858.gif,chips,NA,KC,0,0,0,NA,6852
232000.gif,chips,NA,KC,0,0,0,NA,6852
232057.gif,NA,NA,KC,1,0,0,NA,6852
232127.gif,NA,NA,KC,1,0,0,NA,6852
143738.gif,bean soup,NA,MC,0,0,0,NA,1566
143808.gif,bean soup,NA,MC,0,0,0,NA,1566
143840.gif,bean soup,NA,MC,0,0,0,NA,1566
143910.gif,bean soup,NA,MC,0,0,0,NA,1566
144042.gif,bean soup,NA,MC,0,0,0,NA,1566
144245.gif,bean soup,NA,MC,0,0,0,NA,1566
144417.gif,bean soup,NA,MC,0,0,0,NA,1566
144651.gif,bean soup,NA,MC,0,0,0,NA,1566
144851.gif,bean soup,NA,MC,0,0,0,NA,1566
145327.gif,bean soup,NA,MC,0,0,0,NA,1566
145459.gif,bean soup,NA,MC,0,0,0,NA,1566
145632.gif,bean soup,NA,MC,0,0,0,NA,1566
145804.gif,bean soup,NA,MC,0,0,0,NA,1566
163632.gif,shirt,NA,MC,0,0,0,NA,1566
165511.gif,NA,NA,MC,1,0,0,NA,1566
165612.gif,NA,NA,MC,1,0,0,NA,1566
181658.gif,pants,NA,NA,0,0,0,NA,1566
182456.gif,NA,NA,MC,1,0,0,NA,1566
184143.gif,NA,NA,KC,1,0,0,NA,1566
184647.gif,action figure,from context,KC,0,0,0,NA,1566
190841.gif,NA,NA,MC,0,1,0,NA,1566
191242.gif,canned food,NA,MC,0,0,0,NA,1566
191313.gif,NA,NA,MC,1,0,0,NA,1566
195130.gif,NA,NA,MC,1,0,0,NA,1566
195557.gif,NA,NA,KC,1,0,0,NA,1566
200058.gif,NA,NA,KC,1,0,0,NA,1566
200128.gif,NA,NA,KC,1,0,0,NA,1566
205828.gif,NA,NA,KC,1,0,0,NA,1566
211015.gif,NA,NA,KC,1,0,0,NA,1566
212425.gif,plastic bag,contents unclear,KC,0,0,0,NA,1566
212950.gif,NA,NA,KC,1,0,0,NA,1566
213020.gif,NA,NA,MC,1,0,0,Food,1566
213222.gif,NA,NA,MC,1,0,0,NA,1566
215035.gif,NA,NA,MC,1,0,0,Clothing,1566
222051.gif,NA,NA,MC,1,0,0,Synthetic,1566
222207.gif,NA,NA,MC,1,0,0,Synthetic,1598
193102.gif,jacket,NA,MC,0,0,0,NA,1076
193132.gif,jacket,NA,MC,0,0,0,NA,1076
202329.gif,jacket,NA,MC,0,0,0,NA,1076
193124.gif,misc toy,NA,MC,0,0,0,NA,5449
193225.gif,misc toy,NA,MC,0,0,0,NA,5449
182533.gif,NA,NA,MC,1,0,0,NA,8232
185558.gif,NA,NA,KC,1,0,0,NA,8232
190147.gif,NA,NA,MC,1,0,0,NA,8232
191232.gif,NA,NA,MC,1,0,0,NA,8232
191302.gif,embroidery ring,NA,NA,0,0,0,NA,8232
192146.gif,NA,NA,KC,1,0,0,NA,8232
195143.gif,NA,NA,MC,1,0,0,NA,8232
224132.gif,NA,NA,MC,1,0,0,Food,8232
151131.gif,misc cardboard box,need to double check,KC,0,0,0,NA,7302
151233.gif,misc cardboard box,need to double check,KC,0,0,0,NA,7302
151334.gif,misc cardboard box,need to double check,KC,0,0,0,NA,7302
152250.gif,NA,NA,MC,0,0,1,NA,7302
152320.gif,NA,NA,MC,0,0,1,NA,7302
152448.gif,NA,NA,MC,1,0,0,NA,7302
152621.gif,plastic bag,NA,NA,0,0,0,NA,7302
153157.gif,tsek,NA,MC,0,0,0,NA,7302
153227.gif,pants,NA,KC,0,0,0,NA,7302
153257.gif,pants,NA,KC,0,0,0,NA,7302
181542.gif,NA,NA,MC,1,0,0,Synthetic,7302
184851.gif,"plastic bag, toy tray",NA,NA,0,0,0,NA,7302
190936.gif,shoe,NA,NA,0,0,0,NA,7302
203704.gif,NA,NA,MC,0,0,1,NA,7302
215615.gif,paper,NA,MC,0,0,0,NA,7302
233308.gif,corn,NA,KC,0,0,0,NA,7302
151503.gif,food,NA,MC,1,0,0,Food,5978
151533.gif,food,NA,MC,1,0,0,Food,5978
151603.gif,food,NA,MC,1,0,0,Food,5978
151735.gif,food,NA,MC,1,0,0,Food,5978
152039.gif,food,NA,MC,1,0,0,Food,5978
152112.gif,food,NA,MC,1,0,0,Food,5978
153834.gif,NA,NA,MC,1,0,0,NA,5978
154005.gif,NA,NA,MC,1,0,0,NA,5978
154340.gif,packaged snack,NA,MC,0,0,0,NA,5978
154645.gif,packaged snack,NA,MC,0,0,0,NA,5978
154715.gif,packaged snack,NA,MC,0,0,0,NA,5978
155532.gif,NA,NA,MC,1,0,0,NA,5978
170541.gif,shirt,NA,KC,0,0,0,NA,5978
184454.gif,NA,NA,MC,1,0,0,Natural,5978
184627.gif,lime,NA,KC,0,0,0,NA,5978
184931.gif,water bottle,unidentified natural object,MC,0,0,0,NA,5978
190019.gif,vest,NA,KC,0,0,0,NA,5978
190049.gif,vest,NA,KC,0,0,0,NA,5978
190926.gif,stick,NA,MC,0,0,0,NA,5978
193730.gif,NA,NA,MC,1,0,0,NA,5978
193931.gif,NA,NA,MC,1,0,0,Food,5978
202043.gif,"bowl, mats",NA,KC,0,0,0,NA,5978
202113.gif,"bowl, mats",NA,KC,0,0,0,NA,5978
202144.gif,"bowl, mats",NA,KC,0,0,0,NA,5978
202953.gif,bean pod,NA,KC,0,0,0,NA,5978
203054.gif,bean pod,NA,KC,0,0,0,NA,5978
204005.gif,NA,NA,MC,0,0,1,Synthetic,5978
24000302.gif,NA,NA,MC,1,0,0,NA,5978
24000605.gif,NA,NA,KC,1,0,0,NA,5978
150704.gif,NA,NA,MC,1,0,0,Synthetic,1129
155913.gif,NA,NA,MC,1,0,0,NA,1129
160046.gif,NA,NA,KC,1,0,0,NA,1129
161228.gif,tortilla,NA,KC,0,0,0,NA,1129
184143.gif,tortilla,NA,KC,0,0,0,NA,1129
190455.gif,NA,NA,MC,1,0,0,Food,1129
190525.gif,NA,NA,MC,0,0,1,Food,1129
190557.gif,leaf,NA,MC,0,0,0,NA,1129
190900.gif,misc plastic,NA,MC,0,0,0,NA,1129
190930.gif,misc plastic,NA,MC,0,0,0,NA,1129
191740.gif,black beans,NA,KC,0,0,0,NA,1129
192211.gif,"black beans, misc plastic",NA,KC,0,0,0,NA,1129
203637.gif,ball,NA,KC,0,0,0,NA,1129
203707.gif,NA,NA,MC,1,0,0,Synthetic,1129
203839.gif,NA,NA,KC,1,0,0,NA,1129
233929.gif,NA,NA,KC,1,0,0,Food,1129
234001.gif,NA,NA,MC,1,0,0,NA,1129
234336.gif,NA,NA,MC,1,0,0,NA,1129
150408.gif,camera cover,NA,MC,0,0,0,NA,4197
181002.gif,NA,NA,MC,1,0,0,Synthetic,4197
181034.gif,NA,NA,MC,1,0,0,NA,4197
184733.gif,NA,NA,MC,1,0,0,Food,4197
191016.gif,NA,NA,MC,1,0,0,Food,4197
191049.gif,NA,NA,MC,1,0,0,Food,4197
215736.gif,flower,NA,MC,0,0,0,NA,4197
145552.gif,NA,NA,KC,1,0,0,NA,5106
190122.gif,NA,NA,MC,0,0,1,Food,5106
191707.gif,NA,NA,KC,1,0,0,NA,5106
144738.gif,NA,NA,MC,1,0,0,NA,9615
164637.gif,salt,NA,MC,0,0,0,NA,9615
164707.gif,salt,NA,MC,0,0,0,NA,9615
164809.gif,salt,NA,MC,0,0,0,NA,9615
164839.gif,salt,NA,MC,0,0,0,NA,9615
170527.gif,NA,NA,MC,0,0,1,Synthetic,9615
171008.gif,NA,NA,MC,0,0,1,Synthetic,9615
171039.gif,detergent,NA,MC,0,0,0,NA,9615
171140.gif,detergent,NA,MC,0,0,0,NA,9615
171241.gif,gas canister,NA,MC,0,0,0,NA,9615
171615.gif,detergent,NA,MC,0,0,0,NA,9615
171717.gif,detergent,NA,MC,0,0,0,NA,9615
183718.gif,pill packaging,NA,MC,0,0,0,NA,9615
183748.gif,pill packaging,NA,MC,0,0,0,NA,9615
184827.gif,NA,NA,MC,1,0,0,NA,9615
203345.gif,rice,NA,MC,0,0,0,NA,9615
232206.gif,rock,NA,KC,0,0,0,NA,9615
155750.gif,rice puff,NA,KC,0,0,0,NA,1312
155820.gif,rice puff,NA,KC,0,0,0,NA,1312
155850.gif,rice puff,NA,KC,0,0,0,NA,1312
160022.gif,rice puff,NA,KC,0,0,0,NA,1312
165928.gif,powdered juice,NA,MC,0,0,0,NA,1312
181154.gif,packaged snack,NA,MC,0,0,0,NA,1312
181224.gif,packaged snack,NA,MC,0,0,0,NA,1312
190122.gif,NA,NA,MC,0,0,1,Synthetic,1312
192902.gif,"purse, misc toy",NA,MC,0,0,0,NA,1312
195432.gif,"misc toy, plastic packaging",NA,MC,0,0,0,NA,1312
195502.gif,"misc toy, plastic packaging",NA,MC,0,0,0,NA,1312
195532.gif,"misc toy, plastic packaging",NA,MC,0,0,0,NA,1312
195602.gif,string,unclear what it's attached to,MC,0,0,0,NA,1312
195633.gif,string,unclear what it's attached to,MC,0,0,0,NA,1312
195703.gif,string,unclear what it's attached to,MC,0,0,0,NA,1312
195735.gif,string,unclear what it's attached to,MC,0,0,0,NA,1312
195805.gif,string,unclear what it's attached to,MC,0,0,0,NA,1312
195835.gif,string,unclear what it's attached to,MC,0,0,0,NA,1312
195907.gif,string,unclear what it's attached to,MC,0,0,0,NA,1312
200007.gif,string,unclear what it's attached to,MC,0,0,0,NA,1312
200040.gif,string,unclear what it's attached to,MC,0,0,0,NA,1312
200110.gif,string,unclear what it's attached to,MC,0,0,0,NA,1312
200343.gif,"misc toy, plastic packaging",NA,KC,0,0,0,NA,1312
200413.gif,NA,NA,MC,0,0,1,NA,1312
210230.gif,NA,NA,MC,0,0,1,NA,1312
232909.gif,plastic bag,NA,MC,0,0,0,NA,1312
232939.gif,plastic bag,NA,MC,0,0,0,NA,1312
233009.gif,NA,NA,KC,1,0,0,Synthetic,1312
043504.gif,post,NA,MC,0,0,0,NA,5437
043535.gif,post,NA,MC,0,0,0,NA,5437
043605.gif,post,NA,MC,0,0,0,NA,5437
043706.gif,post,NA,MC,0,0,0,NA,5437
114820.gif,clothesline,NA,MC,0,0,0,NA,5437
031253.gif,paper towel,NA,KC,0,0,0,NA,5377
230211.gif,NA,NA,KC,1,0,0,NA,7674
153739.gif,NA,NA,KC,1,0,0,NA,8532
165938.gif,wire,NA,MC,0,0,0,NA,8532
173040.gif,stick,NA,MC,0,0,0,NA,8532
220013.gif,patio edge (concrete ground),NA,MC,0,0,0,NA,8532
223921.gif,NA,NA,MC,1,0,0,NA,8532
223952.gif,NA,NA,KC,1,0,0,NA,8532
155000.gif,NA,NA,MC,1,0,0,Natural,7328
155032.gif,NA,NA,MC,1,0,0,Natural,7328
155102.gif,NA,NA,MC,1,0,0,Natural,7328
155132.gif,NA,NA,MC,1,0,0,Natural,7328
203616.gif,shovel,NA,KC,0,0,0,NA,7328
20160811_074145_000.gif,packaged candy,NA,KC,0,0,0,NA,3946
20160811_074155_000.gif,packaged candy,NA,KC,0,0,0,NA,3946
20160811_074207_000.gif,packaged candy,NA,KC,0,0,0,NA,3946
20160811_075147_000.gif,NA,NA,KC,1,0,0,NA,3946
20160811_081150_000.gif,fruit (unknown variety),NA,KC,0,0,0,NA,3946
20160811_081324_000.gif,fruit (unknown variety),NA,KC,0,0,0,NA,3946
20160811_081510_000.gif,fruit (unknown variety),NA,KC,0,0,0,NA,3946
20160811_081520_000.gif,fruit (unknown variety),NA,KC,0,0,0,NA,3946
20160811_081531_000.gif,fruit (unknown variety),NA,KC,0,0,0,NA,3946
20160811_081541_000.gif,fruit (unknown variety),NA,KC,0,0,0,NA,3946
20160811_081602_000.gif,fruit (unknown variety),NA,KC,0,0,0,NA,3946
20160811_081736_000.gif,fruit (unknown variety),NA,KC,0,0,0,NA,3946
20160811_081852_000.gif,"fruit (unknown variety), misc container",NA,KC,0,0,0,NA,3946
20160811_081913_000.gif,fruit (unknown variety),NA,KC,0,0,0,NA,3946
20160811_081923_000.gif,fruit (unknown variety),NA,KC,0,0,0,NA,3946
20160811_081933_000.gif,fruit (unknown variety),NA,KC,0,0,0,NA,3946
20160811_082109_000.gif,fruit (unknown variety),NA,KC,0,0,0,NA,3946
20160811_082201_000.gif,fruit (unknown variety),NA,KC,0,0,0,NA,3946
20160811_082214_000.gif,fruit (unknown variety),NA,KC,0,0,0,NA,3946
20160811_082305_000.gif,fruit (unknown variety),NA,KC,0,0,0,NA,3946
20160811_082502_000.gif,fruit (unknown variety),NA,KC,0,0,0,NA,3946
20160811_082534_000.gif,"fruit (unknown variety), stick",NA,KC,0,0,0,NA,3946
20160811_082606_000.gif,fruit (unknown variety),NA,KC,0,0,0,NA,3946
20160811_082616_000.gif,fruit (unknown variety),NA,KC,0,0,0,NA,3946
20160811_082627_000.gif,fruit (unknown variety),NA,KC,0,0,0,NA,3946
20160811_082720_000.gif,fruit (unknown variety),NA,KC,0,0,0,NA,3946
20160811_082948_000.gif,NA,NA,KC,1,0,0,NA,3946
20160811_083113_000.gif,NA,context needed,KC,1,0,0,NA,3946
20160811_083217_000.gif,fruit (unknown variety),NA,KC,0,0,0,NA,3946
20160811_083235_000.gif,ball,NA,MC,0,0,0,NA,3946
20160811_083548_000.gif,ball,NA,MC,0,0,0,NA,3946
20160811_083558_000.gif,ball,NA,MC,0,0,0,NA,3946
20160811_083608_000.gif,fruit (unknown variety),NA,KC,0,0,0,NA,3946
20160811_084003_000.gif,fruit (unknown variety),NA,KC,0,0,0,NA,3946
20160811_084041_000.gif,ball,made from buoy,MC,0,0,0,NA,3946
20160811_084113_000.gif,ball,NA,MC,0,0,0,NA,3946
20160811_084133_000.gif,ball,NA,MC,0,0,0,NA,3946
20160811_084145_000.gif,ball,NA,MC,0,0,0,NA,3946
20160811_084217_000.gif,ball,NA,MC,0,0,0,NA,3946
20160811_084310_000.gif,ball,NA,MC,0,0,0,NA,3946
20160811_084353_000.gif,ball,NA,MC,0,0,0,NA,3946
20160811_084425_000.gif,ball,NA,MC,0,0,0,NA,3946
20160811_084526_000.gif,ball,NA,MC,0,0,0,NA,3946
20160811_084557_000.gif,ball,NA,MC,0,0,0,NA,3946
20160811_084652_000.gif,ball,NA,MC,0,0,0,NA,3946
20160811_084724_000.gif,ball,NA,MC,0,0,0,NA,3946
20160811_084746_000.gif,ball,NA,MC,0,0,0,NA,3946
20160811_084842_000.gif,ball,NA,MC,0,0,0,NA,3946
20160811_084904_000.gif,ball,NA,MC,0,0,0,NA,3946
20160811_084927_000.gif,ball,NA,MC,0,0,0,NA,3946
20160811_085018_000.gif,ball,NA,MC,0,0,0,NA,3946
20160811_085031_000.gif,ball,NA,MC,0,0,0,NA,3946
20160811_085041_000.gif,ball,NA,MC,0,0,0,NA,3946
20160811_085051_000.gif,ball,NA,MC,0,0,0,NA,3946
20160811_085217_000.gif,ball,NA,MC,0,0,0,NA,3946
20160811_085227_000.gif,NA,context,KC,1,0,0,NA,3946
20160811_085259_000.gif,"ball, leaf",NA,KC,0,0,0,NA,3946
20160811_085320_000.gif,"ball, leaf",NA,KC,0,0,0,NA,3946
20160811_085330_000.gif,ball,NA,KC,0,0,0,NA,3946
20160811_085402_000.gif,NA,NA,KC,1,0,0,NA,3946
20160811_085414_000.gif,NA,NA,KC,1,0,0,NA,3946
20160811_092244_000.gif,sago,NA,KC,0,0,0,NA,3946
20160811_092429_000.gif,dress,NA,KC,0,0,0,NA,3946
20160811_102035_000.gif,"misc plastic, leaf",NA,KC,0,0,0,NA,3946
20160811_102046_000.gif,"misc plastic, leaf",NA,KC,0,0,0,NA,3946
20160811_102058_000.gif,"misc plastic, leaf",NA,KC,0,0,0,NA,3946
20160811_102118_000.gif,"misc plastic, leaf",NA,KC,0,0,0,NA,3946
20160811_102130_000.gif,"misc plastic, leaf",NA,KC,0,0,0,NA,3946
20160811_102150_000.gif,"misc plastic, leaf",NA,KC,0,0,0,NA,3946
20160811_102201_000.gif,"misc plastic, leaf",NA,KC,0,0,0,NA,3946
20160811_102307_000.gif,"misc plastic, leaf",NA,KC,0,0,0,NA,3946
20160811_102317_000.gif,"misc plastic, leaf",NA,KC,0,0,0,NA,3946
20160811_102327_000.gif,"misc plastic, leaf",NA,KC,0,0,0,NA,3946
20160811_102348_000.gif,"misc plastic, leaf",NA,KC,0,0,0,NA,3946
20160811_102358_000.gif,"misc plastic, leaf",NA,KC,0,0,0,NA,3946
20160811_102517_000.gif,chapstick container,NA,KC,0,0,0,NA,3946
20160811_102809_000.gif,shirt,NA,MC,0,0,0,NA,3946
20160811_102924_000.gif,shirt,NA,MC,0,0,0,NA,3946
20160811_102935_000.gif,shirt,NA,MC,0,0,0,NA,3946
20160811_102947_000.gif,shirt,NA,MC,0,0,0,NA,3946
143145.gif,shoe,NA,KC,0,0,0,NA,7959
145054.gif,toy plant,NA,KC,0,0,0,NA,7959
145154.gif,NA,NA,KC,1,0,0,Synthetic,7959
145755.gif,NA,NA,KC,1,0,0,Synthetic,7959
145922.gif,embroidery ring,NA,NA,0,0,0,NA,7959
145952.gif,NA,NA,KC,1,0,0,Synthetic,7959
151006.gif,shield,NA,MC,0,0,0,Synthetic,7959
152143.gif,misc packaging,NA,KC,0,0,0,NA,7959
152214.gif,NA,cannot figure out the shape,KC,1,0,0,NA,7959
152244.gif,NA,NA,KC,1,0,0,NA,7959
152815.gif,misc packaging,NA,KC,0,0,0,NA,7959
154513.gif,misc packaging,NA,NA,0,0,0,NA,7959
160105.gif,NA,"many object show, he is just reaching so it is hard to determine what for in specific",KC,0,1,0,NA,7959
160236.gif,water bottle,NA,KC,0,0,0,NA,7959
161317.gif,zebra toy,NA,KC,0,0,0,NA,7959
164011.gif,zebra toy,NA,KC,0,0,0,NA,7959
164848.gif,NA,NA,KC,1,0,0,NA,7959
165702.gif,NA,NA,KC,1,0,0,NA,7959
165735.gif,NA,NA,KC,1,0,0,NA,7959
165835.gif,peach,may be tape,KC,1,0,0,NA,7959
165906.gif,NA,NA,KC,1,0,0,NA,7959
165936.gif,NA,NA,KC,1,0,0,NA,7959
170006.gif,NA,NA,KC,1,0,0,NA,7959
170038.gif,NA,NA,KC,1,0,0,NA,7959
170108.gif,NA,NA,KC,1,0,0,NA,7959
170138.gif,NA,NA,KC,1,0,0,NA,7959
170211.gif,NA,NA,KC,1,0,0,NA,7959
172657.gif,shoe,NA,KC,0,0,0,NA,7959
172727.gif,sugarcane,NA,KC,0,0,0,NA,7959
173516.gif,NA,NA,KC,1,0,0,NA,7959
173551.gif,sugarcane,NA,NA,0,0,0,NA,7959
173623.gif,sugarcane,NA,NA,0,0,0,NA,7959
173654.gif,sugarcane,NA,NA,0,0,0,NA,7959
174351.gif,sugarcane,NA,NA,0,0,0,NA,7959
174423.gif,sugarcane,NA,NA,0,0,0,NA,7959
174453.gif,sugarcane,NA,NA,0,0,0,NA,7959
174758.gif,sugarcane,NA,NA,0,0,0,NA,7959
174828.gif,sugarcane,NA,NA,0,0,0,NA,7959
174859.gif,sugarcane,NA,NA,0,0,0,NA,7959
175727.gif,sugarcane,NA,NA,0,0,0,NA,7959
175930.gif,stick,NA,NA,0,0,0,NA,7959
180109.gif,stick,NA,NA,0,0,0,NA,7959
180139.gif,stick,NA,NA,0,0,0,NA,7959
212331.gif,tortilla,NA,KC,0,0,0,NA,7959
213746.gif,phone,NA,KC,0,0,0,NA,7959
215659.gif,peanut,NA,KC,1,0,0,NA,7959
215902.gif,"plastic bag, peanut",NA,KC,0,0,0,NA,7959
220002.gif,peanut,NA,KC,1,0,0,NA,7959
220105.gif,peanut,NA,KC,0,0,0,NA,7959
220541.gif,peanut,NA,KC,0,0,0,NA,7959
220611.gif,NA,NA,KC,1,0,0,NA,7959
220913.gif,peanut,NA,NA,0,0,0,NA,7959
221115.gif,bucket,NA,NA,0,0,0,NA,7959
221248.gif,peanut,NA,NA,0,0,0,NA,7959
223900.gif,peanut,NA,NA,0,0,0,NA,7959
224507.gif,NA,NA,KC,0,0,1,Synthetic,7959
224538.gif,NA,NA,KC,0,0,1,Synthetic,7959
230129.gif,NA,NA,KC,0,0,1,Synthetic,7959
231932.gif,knife,NA,KC,0,0,0,NA,7959
232003.gif,stick,NA,KC,0,0,0,NA,7959
143113.gif,NA,NA,KC,0,1,0,NA,4856
153253.gif,shoe,not sure what black object is,KC,0,0,0,NA,4856
153455.gif,"stick, shoe",not sure what black object is,KC,0,0,0,NA,4856
153525.gif,"stick, shoe",not sure what black object is,KC,0,0,0,NA,4856
153557.gif,shoe,not sure what black object is,KC,0,0,0,NA,4856
154034.gif,shoe,NA,KC,0,0,0,NA,4856
154134.gif,"shoe, hose",NA,KC,0,0,0,NA,4856
155955.gif,shoe,NA,KC,0,0,0,NA,4856
160025.gif,shoe,NA,KC,0,0,0,NA,4856
170642.gif,lime,NA,KC,0,0,0,NA,4856
170712.gif,lime,NA,KC,0,0,0,NA,4856
171250.gif,lime,NA,KC,0,0,0,NA,4856
171350.gif,lime,NA,KC,0,0,0,NA,4856
171422.gif,lime,NA,KC,0,0,0,NA,4856
171726.gif,NA,NA,KC,0,1,0,NA,4856
181733.gif,NA,NA,KC,0,1,0,Food,4856
181935.gif,NA,NA,KC,1,0,0,NA,4856
182005.gif,NA,NA,KC,1,0,0,NA,4856
182108.gif,NA,NA,KC,1,0,0,NA,4856
182615.gif,lime,NA,KC,0,0,0,NA,4856
182717.gif,stick,NA,KC,0,0,0,NA,4856
204040.gif,plastic bottle,NA,MC,0,0,0,NA,4856
204112.gif,plastic bottle,NA,MC,0,0,0,NA,4856
204142.gif,plastic bottle,NA,MC,0,0,0,NA,4856
204212.gif,plastic bottle,NA,MC,0,0,0,NA,4856
204314.gif,plastic bottle,NA,MC,0,0,0,NA,4856
204403.gif,plastic bottle,NA,MC,0,0,0,NA,4856
204459.gif,plastic bottle,NA,MC,0,0,0,NA,4856
204530.gif,plastic bottle,NA,MC,0,0,0,NA,4856
204726.gif,plastic bottle,NA,MC,0,0,0,NA,4856
204756.gif,plastic bottle,NA,MC,0,0,0,NA,4856
204828.gif,plastic bottle,NA,MC,0,0,0,NA,4856
204928.gif,plastic bottle,NA,MC,0,0,0,NA,4856
205000.gif,plastic bottle,NA,MC,0,0,0,NA,4856
205100.gif,plastic bottle,NA,MC,0,0,0,NA,4856
205132.gif,plastic bottle,NA,MC,0,0,0,NA,4856
205152.gif,plastic bottle,NA,MC,0,0,0,NA,4856
212448.gif,NA,NA,KC,1,0,0,Synthetic,4856
212852.gif,NA,NA,KC,1,0,0,Synthetic,4856
212953.gif,NA,may be a magazine/book,KC,1,0,0,Synthetic,4856
213925.gif,plastic bottle,NA,KC,0,0,0,NA,4856
215026.gif,NA,NA,KC,1,0,0,NA,4856
215057.gif,NA,NA,KC,1,0,0,NA,4856
232806.gif,grinder,NA,MC,0,0,0,NA,4856
234051.gif,hose,NA,KC,0,0,0,NA,4856
174219.gif,tortilla,NA,KC,0,0,0,NA,1494
174249.gif,tortilla,NA,KC,0,0,0,NA,1494
152337.gif,NA,NA,KC,1,0,0,NA,3158
155043.gif,NA,NA,KC,1,0,0,NA,3158
161105.gif,stick,NA,KC,0,0,0,NA,3158
161306.gif,stick,NA,KC,0,0,0,NA,3158
181822.gif,glasses,could be sunglasses,KC,0,0,0,NA,3158
182053.gif,NA,cannot see hand,NA,0,1,0,NA,3158
182529.gif,bottle cap,NA,KC,0,0,0,NA,3158
183335.gif,NA,NA,KC,0,0,1,NA,3158
185057.gif,NA,NA,KC,1,0,0,NA,3158
191844.gif,mango,NA,KC,0,0,0,NA,3158
213631.gif,NA,NA,KC,0,1,0,NA,3158
213703.gif,stick,NA,KC,0,0,0,NA,3158
213835.gif,NA,NA,KC,1,0,0,NA,3158
213935.gif,NA,NA,KC,1,0,0,NA,3158
214407.gif,NA,NA,KC,1,0,0,NA,3158
214842.gif,shirt,NA,KC,0,0,0,NA,3158
214912.gif,shirt,NA,KC,0,0,0,NA,3158
215117.gif,plastic bottle,NA,KC,0,0,0,NA,3158
215319.gif,plastic bottle,NA,KC,0,0,0,NA,3158
223057.gif,vest,NA,KC,0,0,0,NA,3158
223329.gif,NA,NA,KC,0,1,0,NA,3158
034834.gif,"hair clip, clothing",NA,MC,0,0,0,NA,4313
035358.gif,NA,NA,MC,0,0,1,NA,4313
035459.gif,NA,NA,MC,0,0,1,NA,4313
035601.gif,NA,NA,MC,0,0,1,NA,4313
083553.gif,NA,NA,MC,0,0,1,Synthetic,4313
065252.gif,seafood,NA,MC,0,0,0,NA,5028
065302.gif,seafood,NA,MC,0,0,0,NA,5028
065313.gif,seafood,NA,MC,0,0,0,NA,5028
065323.gif,seafood,NA,MC,0,0,0,NA,5028
065346.gif,seafood,NA,MC,0,0,0,NA,5028
065356.gif,seafood,NA,MC,0,0,0,NA,5028
065401.gif,seafood,NA,MC,0,0,0,NA,5028
065412.gif,seafood,NA,MC,0,0,0,NA,5028
065422.gif,seafood,NA,MC,0,0,0,NA,5028
065435.gif,seafood,NA,MC,0,0,0,NA,5028
065445.gif,seafood,NA,MC,0,0,0,NA,5028
065455.gif,seafood,NA,MC,0,0,0,NA,5028
065507.gif,seafood,NA,MC,0,0,0,NA,5028
065517.gif,seafood,NA,MC,0,0,0,NA,5028
065528.gif,seafood,NA,MC,0,0,0,NA,5028
065539.gif,seafood,NA,MC,0,0,0,NA,5028
065549.gif,seafood,NA,MC,0,0,0,NA,5028
065559.gif,seafood,NA,MC,0,0,0,NA,5028
065612.gif,seafood,NA,MC,0,0,0,NA,5028
065644.gif,seafood,NA,MC,0,0,0,NA,5028
065654.gif,seafood,NA,MC,0,0,0,NA,5028
065748.gif,seafood,NA,MC,0,0,0,NA,5028
065935.gif,seafood,NA,MC,0,0,0,NA,5028
065945.gif,seafood,NA,MC,0,0,0,NA,5028
065958.gif,seafood,NA,MC,0,0,0,NA,5028
070008.gif,seafood,NA,MC,0,0,0,NA,5028
070018.gif,seafood,NA,MC,0,0,0,NA,5028
070046.gif,seafood,NA,MC,0,0,0,NA,5028
070055.gif,seafood,NA,MC,0,0,0,NA,5028
070105.gif,seafood,NA,MC,0,0,0,NA,5028
070116.gif,seafood,NA,MC,0,0,0,NA,5028
070126.gif,seafood,NA,MC,0,0,0,NA,5028
070137.gif,seafood,NA,MC,0,0,0,NA,5028
070149.gif,seafood,NA,MC,0,0,0,NA,5028
070159.gif,seafood,NA,MC,0,0,0,NA,5028
070209.gif,seafood,NA,MC,0,0,0,NA,5028
070221.gif,tuber,NA,MC,0,0,0,NA,5028
070231.gif,tuber,NA,MC,0,0,0,NA,5028
070241.gif,tuber,NA,MC,0,0,0,NA,5028
070503.gif,tuber,NA,MC,0,0,0,NA,5028
070701.gif,NA,NA,MC,0,0,1,NA,5028
070931.gif,wall,NA,MC,0,0,0,NA,5028
071308.gif,NA,NA,MC,0,0,1,Food,5028
071352.gif,NA,NA,MC,0,0,0,Food,5028
071402.gif,NA,NA,MC,0,0,0,Food,5028
